x,y
-7.529079384528628,-1.617414370348445
-7.540966386253589,-1.6200298623754021
-7.55283332446828,-1.622489769918273
-7.565022580269466,-1.62519668358318
-7.576998703001096,-1.6279449582681356
-7.589569691163694,-1.6309758345693486
-7.6018342554323075,-1.633903876955515
-7.614938982314814,-1.6371263195901948
-7.626806799541345,-1.6402337854151148
-7.638639782472153,-1.64332024273317
-7.649997242296934,-1.646396504689019
-7.662245444168114,-1.6496523787396071
-7.674687555202167,-1.6530045218842215
-7.686693476085718,-1.6562600204188636
-7.698811677262303,-1.6596436894830038
-7.711273099105561,-1.6630518317919043
-7.723812839628143,-1.66671138099316
-7.736520387025542,-1.6704800253460605
-7.748260521339079,-1.6739859863711803
-7.760215307768536,-1.6775411073782664
-7.7734224922683905,-1.6813519153316152
-7.784718102991031,-1.6846247868417212
-7.796145844447276,-1.6880018683119946
-7.808186399377451,-1.6915118428296287
-7.82074460461203,-1.6952287160475596
-7.832319605677766,-1.6986806197794218
-7.8438639398490135,-1.7023032235399007
-7.85435563098257,-1.705605357956193
-7.866710146347315,-1.709608218416473
-7.8783062914988955,-1.7134177333392169
-7.8898958969553865,-1.7171797057532967
-7.901684220869615,-1.7210288145845642
-7.913282268472061,-1.7250802064912905
-7.9246007286183975,-1.7286557478701852
-7.935432001155945,-1.7319661302164935
-7.946892947393003,-1.7358768018167599
-7.957788458901441,-1.7393838341415822
-7.968992231306168,-1.7433225395747622
-7.980659148794178,-1.7472086540565752
-7.991606819137263,-1.7508524576205786
-8.003670176525654,-1.754710342178286
-8.015466919127654,-1.7586866385739104
-8.02685738018864,-1.7627411449700976
-8.038100010894421,-1.7662279210741332
-8.049989091228543,-1.7700256803658088
-8.060399798577208,-1.7730896872278614
-8.072320037652737,-1.7765514370659319
-8.083852624618219,-1.7802992742454555
-8.096119822182779,-1.7843191233911737
-8.108134047624734,-1.7879983138476894
-8.121423098081628,-1.792329578946939
-8.13352011056409,-1.7965921128271782
-8.145451519922792,-1.8004942759571954
-8.15699859620551,-1.8040596298584612
-8.16763000494009,-1.8076845727522024
-8.178539562446426,-1.8111058796316772
-8.190704352759678,-1.8150662739709014
-8.201533196457566,-1.818685547128476
-8.214361946687903,-1.8224735514962145
-8.226345726186278,-1.826103593384079
-8.23991197830698,-1.8300640146354372
-8.251638224619349,-1.8334010347958618
-8.263142615685123,-1.8370815565969139
-8.274386531320387,-1.8405400982979534
-8.28602483950293,-1.8441531321062965
-8.297968504451946,-1.8480585556446658
-8.30967359531023,-1.8515199569688108
-8.32226062363279,-1.855367913672846
-8.333787776148823,-1.8587890448968383
-8.346355337896208,-1.8628024583373124
-8.358630370507198,-1.8665399660896298
-8.370743196246378,-1.8702527730797864
-8.381600826271214,-1.8741767905306568
-8.39298430885729,-1.8779516143222186
-8.40394953717979,-1.8813791095794399
-8.415576394640086,-1.8851294334765425
-8.427331043923507,-1.8888488856112324
-8.440435599127346,-1.8926302787090932
-8.452685114680097,-1.8964641772693818
-8.464983999729526,-1.900197584114514
-8.47660440458351,-1.9043809165006746
-8.48833898713948,-1.9084150962932174
-8.500343122986433,-1.9128786075782687
-8.512523458398693,-1.9172710150156755
-8.523565853882916,-1.9213421616901953
-8.534782508654756,-1.9255162741872283
-8.547278538195043,-1.92978738017249
-8.558731895127655,-1.9339190494992897
-8.570779098838324,-1.9378676238748902
-8.582139433403007,-1.941984906678472
-8.593953464019956,-1.946173625620247
-8.607457999162031,-1.9510249227571264
-8.620509450110433,-1.9555862650258586
-8.634325922387243,-1.960190821615337
-8.64783082103985,-1.964951984802033
-8.660897482522183,-1.969622403161653
-8.67351406679549,-1.9741492133311953
-8.687130208998923,-1.9790303809756673
-8.697949409736093,-1.9832470168848315
-8.709096158554752,-1.9876305316823821
-8.72112346501436,-1.9921465553065034
-8.733140482755557,-1.9965667739173825
-8.745927363884391,-2.001099360718262
-8.76010060641345,-2.0065244774043465
-8.773298364686422,-2.0114750919226636
-8.786388071328396,-2.015992904511106
-8.800468074856607,-2.0210856726418203
-8.812547118207178,-2.0254680365055577
-8.825673150108964,-2.0300391389234242
-8.83784718536192,-2.0350670997925704
-8.852287223502342,-2.0404726977478895
-8.864321893781678,-2.045337184859231
-8.8767781570906,-2.0504487582077453
-8.88934922718486,-2.0552515847386625
-8.900632819963885,-2.0595548609782957
-8.914894391662985,-2.065097999931287
-8.927252886923029,-2.0695132885178467
-8.941042999673645,-2.0746158290458765
-8.954197107245657,-2.0791989525428263
-8.965572200795853,-2.0830052627000257
-8.977288575916013,-2.086928007061664
-8.988468379865553,-2.090914925364364
-9.000174241090148,-2.095023814894059
-9.012242573874918,-2.0990474519073903
-9.024173109644087,-2.1031528489310296
-9.036241673779871,-2.107317122826755
-9.048819031543676,-2.1114400096763224
-9.060588610620364,-2.1152398403197283
-9.072882195718773,-2.1192881888194206
-9.08553862257358,-2.1233493694860948
-9.098293848115555,-2.1274988434211717
-9.113965218791112,-2.1323868780376904
-9.12754516931147,-2.136626457397083
-9.141425454346187,-2.1411871367819066
-9.158287020195647,-2.146300932088683
-9.17195022244758,-2.151257073910159
-9.188145011552338,-2.1561183390801304
-9.203330998139704,-2.16086361180288
-9.21776208182342,-2.1659000859173636
-9.231082417975855,-2.1710460432978262
-9.245998997963028,-2.1764243211607233
-9.259953517270718,-2.18131024852981
-9.272758729074944,-2.1854941987642875
-9.285562185085082,-2.1904076895953573
-9.299035689304057,-2.1950959805502572
-9.313269230793182,-2.2003332911934246
-9.325980521756788,-2.204898759550206
-9.338089074712007,-2.209401418392867
-9.351432132890361,-2.2145093810790564
-9.364440067833943,-2.2192253987447335
-9.37658061609445,-2.2238146132428134
-9.389931212556567,-2.2290429120989637
-9.401924943991675,-2.234011067498118
-9.414218741998273,-2.2385888644686873
-9.42553443430853,-2.242513818633744
-9.435528712690523,-2.2466239462723783
-9.445169216714207,-2.250652746145511
-9.45641188794985,-2.2546278052003244
-9.466788881282222,-2.2575526637479437
-9.477670341000499,-2.2616680933666773
-9.487750937638129,-2.264467400849311
-9.496505572351637,-2.268531713125003
-9.50718848659183,-2.2716255851084393
-9.519007603291737,-2.275539559212519
-9.52917498718495,-2.2787397886021235
-9.53949402554053,-2.282439982251783
-9.551258816297654,-2.286653040056856
-9.560571915411256,-2.290051331371531
-9.571815528743892,-2.294030431941065
-9.58332494836469,-2.2989881133660437
-9.594125713990177,-2.303193041567743
-9.602650538734839,-2.3067471842971883
-9.615301385050786,-2.3107717424842478
-9.62511973097883,-2.3148686191626604
-9.637799740819883,-2.320219707606287
-9.648775514357098,-2.3254971383765355
-9.659250804664724,-2.330423648814529
-9.669677946533774,-2.3360250182200573
-9.680823987489543,-2.341530419425983
-9.692104570283554,-2.3472028323474463
-9.702087084441267,-2.3518328216837854
-9.71364129989863,-2.3574486564349324
-9.723019638234469,-2.362471343426249
-9.734420525313777,-2.3687087055957976
-9.744124348193406,-2.373906887353973
-9.755056679402065,-2.380010860374259
-9.766586175219153,-2.3861782443996806
-9.776583476189831,-2.391665138046167
-9.787237035234943,-2.397233561450103
-9.797969892795221,-2.4029526792103595
-9.808201255448914,-2.4086536154286344
-9.818682201024336,-2.414236957614955
-9.829219107986525,-2.419817754134345
-9.840294905681958,-2.4259474929040334
-9.849458391899573,-2.4311764207823043
-9.859521203232804,-2.4372611019344124
-9.869855226007019,-2.4432101733285814
-9.88227516992708,-2.450006371592533
-9.892544539583724,-2.455848496173775
-9.903502372707537,-2.4617936394474764
-9.914238421574375,-2.467441554019903
-9.924681259260476,-2.472866826557144
-9.934668830835788,-2.478104730563977
-9.944847761548552,-2.4832592837437852
-9.954126587858317,-2.4879151512881923
-9.965158861888662,-2.493400420345528
-9.976912501392587,-2.4992559420425953
-9.98901020046191,-2.5052857503923156
-9.999985517285348,-2.510900827801736
-10.009774586681736,-2.515608758138329
-10.022853532242967,-2.5218173892683704
-10.037876635683897,-2.5290422668779713
-10.053546071274846,-2.5360149124804052
-10.071545556245015,-2.5441812765702156
-10.088752112534518,-2.55142848249097
-10.106032797652126,-2.5585244329822068
-10.1223844480055,-2.565161789856982
-10.139202427199491,-2.571419635523922
-10.154109341881847,-2.5778435530930235
-10.169067047487095,-2.5821049690442774
-10.183703497614433,-2.5866671343767043
-10.198526865069338,-2.5921247595779113
-10.213297666251552,-2.5969855993249342
-10.228623408805621,-2.603136317874662
-10.243898905194895,-2.6093661953299754
-10.258916444028335,-2.615591588339185
-10.273387580654292,-2.621811074714003
-10.28735565658498,-2.628225402890648
-10.300917345469314,-2.6341568201637955
-10.313712717195266,-2.64080216156199
-10.328078837701545,-2.6469553650341235
-10.342142404018832,-2.6535618404619115
-10.356296422771482,-2.6590075857430224
-10.370852977042098,-2.6658032078304497
-10.384500568364354,-2.6729041651582754
-10.398485119885711,-2.6798737978417004
-10.412814500145412,-2.6874308218899845
-10.42681005314092,-2.6954199701245165
-10.440752547614917,-2.703767855997987
-10.454502674774478,-2.7117740010455362
-10.468471765225855,-2.7203608117415805
-10.482149727125027,-2.728920615338543
-10.496077084859643,-2.7373492546313054
-10.50984145684385,-2.7463184222378816
-10.523362252738897,-2.755131839841739
-10.537240744475273,-2.7645699346243893
-10.550748531089816,-2.7740881261455277
-10.564134501872338,-2.783541273426636
-10.577384651441838,-2.7931192012824857
-10.590370703225881,-2.8025248011020496
-10.603239318413168,-2.811875599167517
-10.616257344456095,-2.8212828493562574
-10.62890269858471,-2.8311918251490487
-10.641713901136436,-2.840534467384787
-10.655544749771499,-2.850805645862663
-10.668177188097463,-2.8606694668038997
-10.6816080565954,-2.871368967039405
-10.695204364496403,-2.8823967573596807
-10.708358469444478,-2.8936067044694216
-10.721861238191952,-2.9049661009776693
-10.734978098727929,-2.9164009626986043
-10.747789966233766,-2.927758101833285
-10.760687424336977,-2.9396817356643488
-10.773168218777101,-2.9512962636095916
-10.785904135688135,-2.963625813539514
-10.79869335281356,-2.9758122196594674
-10.811060304794685,-2.987718631868521
-10.823257890414244,-2.9997076238007603
-10.835266288774468,-3.011872134532665
-10.84704322709149,-3.023683017761672
-10.8588167268147,-3.0351614221633194
-10.870009796717424,-3.046304762948836
-10.881202787116,-3.058088919205906
-10.893226173383024,-3.070601751848238
-10.901876174831287,-3.0741334640938502
-10.90911387104122,-3.075279940612614
-10.916920740343622,-3.0778128639474054
-10.924339296276335,-3.080845711160091
-10.93055494769074,-3.0839013054542197
-10.93609277396623,-3.087058122123298
-10.942226139503198,-3.0910872081757343
-10.948000768181512,-3.0954614244231866
-10.953302445670314,-3.1002692091248463
-10.959156761470247,-3.1067289167221315
-10.963268716843993,-3.1133783832191786
-10.963846024320317,-3.114156900511116
-10.963846303876407,-3.114155268857633
-10.963846403765459,-3.114154022444947
-10.963846476471108,-3.11415307041303
-10.96384657368652,-3.1141523431317113
-10.963846687490891,-3.114151787569399
-10.963846779469382,-3.1141513632510067
-10.963846889089318,-3.1141510390790925
-10.963846980604366,-3.114150791498073
-10.963847073022974,-3.114150602360075
-10.96384717073982,-3.114150457868319
-10.963847284825638,-3.114150347468048
-10.963847350811147,-3.1141502632379274
-10.963847463205065,-3.1141501987726357
-10.963847556797225,-3.1141501495940256
-10.96384763451005,-3.114150112046784
-10.963847742738384,-3.1141500832941986
-10.963847833834944,-3.1141500613853417
-10.963847929100222,-3.1141500446340182
-10.963848024480836,-3.1141500318406377
-10.963848120478655,-3.1141500220681464
-10.963848208361656,-3.114150014618572
-10.963848304183678,-3.1141500089060155
-10.963848403028626,-3.1141500045418593
-10.96368869263967,-2.851947427094013
-10.963569639633715,-2.8621042537623804
-10.964152375239467,-2.8716321221923633
-10.967457478757616,-2.8788052310814503
-10.965708703908355,-2.8944780944997617
-10.963296332379123,-2.908242467924319
-10.961900141839013,-2.922945467584857
-10.960219496341617,-2.9355509752555644
-10.958685953866002,-2.947386693751234
-10.956651548537277,-2.959194618223391
-10.954330209289095,-2.9706171749972032
-10.951785808311323,-2.982801361630747
-10.948858961544987,-2.9952382945738263
-10.94609617135575,-3.007654679552669
-10.943182485951652,-3.0194198260127547
-10.940708944573634,-3.030676809687963
-10.937315291269627,-3.042440079698351
-10.932328924767383,-3.05557170600414
-10.927581532527405,-3.06841378002886
-10.921430433281035,-3.080863078609408
-10.91386564096281,-3.0856211802514144
-10.90710162121018,-3.089845425374318
-10.900888484462515,-3.0943785359976825
-10.894835183807508,-3.099501527785738
-10.890783420716588,-3.1034248463579526
-10.888689822920034,-3.1056014918156265
-10.884211728312978,-3.1127196131273562
-10.883150922656224,-3.1141573108176726
-10.883150645509653,-3.1141555693586276
-10.883150738813114,-3.1141542391991073
-10.883150837442296,-3.1141532231383584
-10.883150928257962,-3.114152446997206
-10.88315103910564,-3.1141518540818214
-10.883151106280106,-3.114151401266732
-10.883151223202992,-3.114151055249906
-10.883151336968306,-3.1141507909793087
-10.883151424064227,-3.114150589166844
-10.883151496440611,-3.1141504350084306
-10.88315160080844,-3.114150317172484
-10.882797972530135,-2.7673489288997692
-10.883088781235692,-2.740030068479036
-10.883704888467216,-2.753843372023653
-10.88354957652904,-2.765266910972339
-10.88365651426642,-2.7759188516935493
-10.883263474179733,-2.784012816838466
-10.882674803850946,-2.793244407418921
-10.882501859822675,-2.8066692810715494
-10.8816426511482,-2.821303004411262
-10.880321104831806,-2.8328026281640835
-10.878619356112877,-2.84333571203008
-10.876409299051371,-2.8541968332486483
-10.873948273505249,-2.8641562004751964
-10.871782219682597,-2.874328911439271
-10.869911318376031,-2.884398154536313
-10.86778294802035,-2.8936810897896246
-10.86550348831213,-2.903450289139921
-10.862893633085294,-2.9133456263629305
-10.860303496921892,-2.923145618564135
-10.8576065459071,-2.933142553328476
-10.854566079095823,-2.9441968700264325
-10.851487820755837,-2.955359825619988
-10.848276587430803,-2.9666940894011424
-10.845106150678335,-2.97873736076956
-10.841830762627621,-2.990538518889546
-10.83837800541249,-3.0027607567115258
-10.835453935789488,-3.014091195643222
-10.832870840801863,-3.024682362879839
-10.82950608041754,-3.038205138349262
-10.824478534870021,-3.0508118053709623
-10.819576491958914,-3.0641253274355527
-10.813474755571773,-3.0783347022068495
-10.806824597250152,-3.086787240932057
-10.799813842480777,-3.091393554342628
-10.793367149543128,-3.096369620114061
-10.787333789977165,-3.101871010457236
-10.783724294501008,-3.1061979807179125
-10.779755380339472,-3.112465871479904
-10.778485047823938,-3.114157146810521
-10.77848482348547,-3.1141554275192838
-10.778484921926044,-3.1141541142010456
-10.778499165629384,-2.533466865635402
-10.778980778528378,-2.54343586833222
-10.778874233820416,-2.5532782237098353
-10.778912367013847,-2.5643082957185492
-10.778826736169771,-2.5747543526069663
-10.778480822998752,-2.585133687664191
-10.77808190794678,-2.5963106112503915
-10.777676786007437,-2.607072320997633
-10.777166984542042,-2.6184784449231535
-10.776647825396147,-2.6287219485761377
-10.77600544540081,-2.6406362363125777
-10.775158022286988,-2.649695590417902
-10.7743835091246,-2.6590975789899454
-10.773753520758914,-2.6680620488317563
-10.773941229010706,-2.6773098849392483
-10.773450915322032,-2.6890388621951464
-10.771037902959417,-2.7036201768845345
-10.768581211697423,-2.7154033294828945
-10.766634875259557,-2.7260202351325797
-10.764402840899189,-2.7376677774765907
-10.761564003432051,-2.7491632426374033
-10.759246152672247,-2.760024320048679
-10.756497714389951,-2.7711831714494135
-10.753778767245892,-2.782490562651308
-10.750867237801812,-2.794222753880446
-10.748192308091808,-2.805685245697572
-10.74508570806979,-2.8176598256029033
-10.74227508494628,-2.8291273425718106
-10.740196781397625,-2.8398281189516372
-10.737296448193575,-2.849825338707997
-10.733993770015214,-2.859931545084075
-10.731129931862231,-2.868962963069397
-10.72811271802047,-2.8779488421714303
-10.72466039579154,-2.8869975617895745
-10.720774108375196,-2.896454260420998
-10.717121306239033,-2.9064032612898525
-10.713732787878161,-2.916243779110459
-10.70972593520854,-2.9264999166074945
-10.705815425695025,-2.936959346516591
-10.701674071678957,-2.946474219661887
-10.696640225995534,-2.956938428175028
-10.69173415849274,-2.9664717473417634
-10.686895921487668,-2.976632469106788
-10.682036556463599,-2.986300695105199
-10.67737609043904,-2.9968784016530448
-10.671833322541566,-3.0074619455359013
-10.665453304224734,-3.0178653320044186
-10.658595031994334,-3.0275947271920844
-10.652147117584475,-3.035477770925547
-10.644236005102371,-3.046106241332651
-10.635992450308088,-3.056313293700516
-10.627353274922656,-3.0662301799608405
-10.619805154045235,-3.0728573829182677
-10.61234933644049,-3.0727647076815146
-10.604658674979056,-3.0723689632467943
-10.596909357130022,-3.0722340664260424
-10.590855895447103,-3.072010811306629
-10.584121732738573,-3.07169840216663
-10.576071203740485,-3.0715033529789615
-10.56931851287705,-3.0716783631168587
-10.56233673335341,-3.071606472703418
-10.55410671988355,-3.071525448308103
-10.546930492336024,-3.0715056501502964
-10.538426465535355,-3.0713599110535323
-10.530838574159011,-3.071399547705863
-10.52381909954304,-3.071434685642974
-10.516655050836972,-3.071691628294417
-10.51094461854818,-3.0717683403059524
-10.506482239809205,-3.0721092403844836
-10.500140189231017,-3.0722306196361107
-10.493025269161919,-3.072082443979905
-10.48778555830337,-3.0722831224044924
-10.481534636528567,-3.072214207269185
-10.477120879953329,-3.0723500755819755
-10.470558988196455,-3.0723398233209274
-10.465198606040484,-3.0724166612444823
-10.461226193706418,-3.072824206370176
-10.455227701942162,-3.072704406707776
-10.449523268917943,-3.072809750046461
-10.442537731367644,-3.0726453636390763
-10.438103575389055,-3.0731071411692343
-10.43178612615554,-3.0725693813009403
-10.424735676025145,-3.0726349396525348
-10.420252286494009,-3.0726765266048224
-10.414629910519892,-3.0726099817608974
-10.409640569610586,-3.072453729237303
-10.405775113959407,-3.0720672823670747
-10.398693544237709,-3.0720090320170383
-10.391964386409116,-3.0721733014629806
-10.384719652866405,-3.071938466574481
-10.378812059605483,-3.0726264190646972
-10.372521730795977,-3.072358712693248
-10.367167420989281,-3.0720291666667405
-10.360735809858989,-3.071968033252964
-10.35307411056141,-3.0716080371325365
-10.346392051536894,-3.071514706896183
-10.338331454295957,-3.071353598735432
-10.329222111340743,-3.072505232895575
-10.324404214769576,-3.0749762566308863
-10.315857041346668,-3.077687895762145
-10.305603042804456,-3.082012501057047
-10.296989043991395,-3.0866675200627105
-10.289250138313788,-3.0917733989042064
-10.282428225603109,-3.097131584227772
-10.27503843173866,-3.104443348215877
-10.271688393864915,-3.108082911249381
-10.267654393664344,-3.113829764870545
-10.267398208406794,-3.114156263715573
-10.267398184275466,-3.114154671715487
-10.26739830065929,-3.1141534556223145
-10.267398409254733,-3.114152526699491
-10.267398519039213,-3.1141518171100704
-10.267398612161887,-3.1141512751080924
-10.267398719895887,-3.1141508610460416
-10.267398823969772,-3.1141505447712334
-10.267398939988285,-3.1141503031539366
-10.267399038821255,-3.114150118631632
-10.267399153263776,-3.1141499776367665
-10.26739925683391,-3.1141498699652184
-10.267399344515795,-3.114149787738609
-10.267399452053386,-3.1141497248731986
-10.267399562008498,-3.114149676861025
-10.267399653051536,-3.1141496402282227
-10.267399741203374,-3.114149612234759
-10.267399851468472,-3.114149590804092
-10.26739996364079,-3.1141495744493817
-10.26740005748556,-3.1141495619983632
-10.267400176672723,-3.11414955242562
-10.267400281831064,-3.11414954515893
-10.267400378729679,-3.1141495396142496
-10.267400482046543,-3.1141495353556303
-10.267400574761798,-3.114149532123447
-10.267400690190952,-3.1141495296027144
-10.266596154808822,-2.719127456702685
-10.266323639178571,-2.7285028857088367
-10.267484434268045,-2.7392434780724133
-10.268978329125757,-2.7509004630767024
-10.26920647163523,-2.7657443191804667
-10.268517667895454,-2.78030736768613
-10.267378229475364,-2.793124226747943
-10.26626103164182,-2.8055883885255053
-10.264962588315141,-2.816777381504013
-10.26239410878824,-2.829030313876017
-10.260859005286509,-2.840664020390659
-10.258182041464595,-2.8545011775874354
-10.25518746156855,-2.869368087918188
-10.251679834822152,-2.884171599433661
-10.248236321104631,-2.8977246691491696
-10.244812409838703,-2.909128152340389
-10.24146035071441,-2.919743423836314
-10.237315979900922,-2.931984758145049
-10.233071083358912,-2.9432394939198883
-10.228172167671854,-2.957015147952851
-10.22249251450937,-2.972837319512417
-10.217749270181061,-2.98748906463098
-10.212370066431664,-3.0005659519472
-10.206856732371602,-3.011402770873535
-10.199899236773515,-3.024687593824509
-10.191792206217938,-3.0389564320942646
-10.18328468919207,-3.05280672387841
-10.173998188601514,-3.066485197351321
