x,y
-10.166196431012501,-3.075888905864817
-10.158762131386242,-3.0784500134285477
-10.149269972498464,-3.082639773920337
-10.14100020098851,-3.0872332984929884
-10.135329889801689,-3.0909625461900174
-10.128944173025287,-3.0958156522117495
-10.125305021843849,-3.0989364190951028
-10.124306021748628,-3.0998429687068647
-10.121998503393666,-3.1020317544147087
-10.119827495451425,-3.1042083269420444
-10.118557085156702,-3.105576896881622
-10.118714627332018,-3.1051929063574413
-10.11757071406565,-3.1068805136691187
-10.116480999008218,-3.1081033564389093
-10.115787030573577,-3.1092007958818337
-10.115567361522375,-3.1094604053111463
-10.113358993293996,-3.112798632092117
-10.112352062386094,-3.1141565039246184
-10.112351936944885,-3.1141548305487925
-10.112352051706006,-3.1141535523013326
-10.112352164094741,-3.114152575902847
-10.112352275863028,-3.1141518300504316
-10.112352389648782,-3.114151260311749
-10.112352493428327,-3.114150825125794
-10.112352601496049,-3.1141504926814316
-10.112352715046056,-3.114150238726408
-10.112352819163398,-3.114150044759226
-10.112352924229485,-3.1141498965829104
-10.112353034211889,-3.1141497833843106
-10.112353140001419,-3.114149696927685
-10.112353234649511,-3.114149630904431
-10.112353351422575,-3.114149580419008
-10.112353456400578,-3.1141495418957104
-10.112353561504001,-3.1141495124631384
-10.112353664405163,-3.114149489982711
-10.112353774156173,-3.1141494727938683
-10.112353887905309,-3.114149459661316
-10.112354001853461,-3.114149449634332
-10.112354101365865,-3.1141494420032907
-10.112354217865018,-3.114149436128225
-10.112354323755389,-3.1141494316726406
-10.112354429797172,-3.1141494282623845
-10.112354529416606,-3.114149425668372
-10.112354634273125,-3.114149423670678
-10.112354743020234,-3.114149422141335
-10.112354853267313,-3.1141494209762124
-10.112098065333774,-2.959646491450985
-10.113448686367473,-2.9545931037153172
-10.114370360922843,-2.9408009877389167
-10.117812877251211,-2.885397756579883
-10.117529493332226,-2.9014529651789016
-10.124670685723551,-2.8539674732736118
-10.154591578687237,-2.6695106335772434
-10.161323020462508,-2.6359327650097506
-10.17399096683675,-2.5725847031063083
-10.170877787252087,-2.5884924621677214
-10.19929478508898,-2.4558837329156984
-10.196144442651244,-2.4714946531623423
-10.19198234029581,-2.4880712853395197
-10.188365923314462,-2.5021726060942577
-10.184399667940236,-2.514384166980811
-10.18019609149549,-2.5262802158015982
-10.175603178069272,-2.5402149776908507
-10.171849881453946,-2.553001536953861
-10.167892008097402,-2.5651258995497486
-10.163929713144896,-2.576705338053705
-10.159148716773403,-2.589606555177098
-10.154672880127825,-2.601855074160272
-10.149606686787845,-2.6175172390513732
-10.144394556519636,-2.6306400874169062
-10.139776001854456,-2.6437415409323854
-10.135686442238809,-2.656175891497306
-10.130801324814708,-2.6684355842476073
-10.126979610704476,-2.6793866309235557
-10.121356091666723,-2.6910416911475066
-10.115967640143712,-2.7031691757841254
-10.109384947978635,-2.7163596612905314
-10.10404629267194,-2.7294434004246138
-10.097324951663731,-2.7430011908616536
-10.090683699077424,-2.756812216469654
-10.081474360840662,-2.771511332553986
-10.071040523885786,-2.7854092355274305
-10.061395468530913,-2.799553826954155
-10.052569718381742,-2.8138988654854553
-10.045885340545981,-2.8275357282881877
-10.036838046332088,-2.840888377741313
-10.025518665047484,-2.8526850523320526
-10.018506295269809,-2.8628627730629517
-10.008712209046461,-2.872382282854007
-9.998627934311266,-2.882045947620274
-9.9871682520428,-2.8904284989094147
-9.976770114492673,-2.898408390791091
-9.966539611379234,-2.906621394306942
-9.95615313842746,-2.913741145285459
-9.945765050722581,-2.919625605779825
-9.935279338719175,-2.9250293457427765
-9.92335145937119,-2.930628121686669
-9.912634409590474,-2.935408094805033
-9.902727684307797,-2.939784229567236
-9.892841910905668,-2.9436286134084577
-9.881817449571521,-2.9478315099946677
-9.869901263458113,-2.952339189321032
-9.860136842650814,-2.95593567817643
-9.850380760840297,-2.9591654486201415
-9.839768544479984,-2.963095194896439
-9.82828273455837,-2.966862747436081
-9.815836026617644,-2.9710230385334184
-9.803380079770516,-2.9749596268419474
-9.791902652437797,-2.9783454885827827
-9.778981383074056,-2.9822201485014435
-9.767900070090525,-2.9853024886339217
-9.756453838318928,-2.988579229625043
-9.744805136445425,-2.993189049676297
-9.733627784620179,-2.996640350664874
-9.72302363518046,-3.000605342080425
-9.712686310846117,-3.004662447560938
-9.70128493236531,-3.009047840676804
-9.69086633949274,-3.0131252060295903
-9.67596017310938,-3.019080545935127
-9.660923210170193,-3.024930415276322
-9.64538973740521,-3.0317035966546784
-9.633453097614431,-3.0377852617025733
-9.623730336902097,-3.041473715169569
-9.612883442967119,-3.0450078960441
-9.601900651469084,-3.0490040256826862
-9.591006437479532,-3.052739981275368
-9.579930055824182,-3.0559950812566217
-9.566834404105613,-3.059226607102234
-9.554943925051717,-3.063179749677197
-9.541312745148943,-3.0672273821928435
-9.529979568376447,-3.071354425513134
-9.51746811563555,-3.0753878957062075
-9.504872888679097,-3.078460370481458
-9.493515770089463,-3.0823588055684876
-9.481659131129739,-3.085341162859803
-9.468687556011655,-3.0889165410826473
-9.456567858250867,-3.0913863009963785
-9.445213564352407,-3.0940329211889934
-9.431448799355513,-3.096846186089015
-9.417128913346597,-3.1009117633128387
-9.403500710759879,-3.1049334751860926
-9.389357183886593,-3.108284050531652
-9.37683124031383,-3.1112954375308846
-9.363421089246518,-3.114491386703779
-9.34980077923686,-3.1179317092692274
-9.33586214657287,-3.1216387497557916
-9.321532119850628,-3.1256275087726473
-9.30705850853896,-3.129510640640422
-9.293745220520318,-3.13222769122387
-9.281289736403414,-3.13508014414198
-9.268243994228254,-3.1378818596485667
-9.25534296196536,-3.139826131996928
-9.241825359603236,-3.1419787719763077
-9.228827177734033,-3.144612356259483
-9.216338283773139,-3.1474485455641337
-9.204669542748544,-3.1499384799275423
-9.192204473334783,-3.152263751321037
-9.178602473631184,-3.1535590298649905
-9.166691174720775,-3.1549716176126306
-9.154631367143773,-3.1564328921128015
-9.142477914225369,-3.158209561496759
-9.131115672500531,-3.159571543166311
-9.11703203225097,-3.161516193892576
-9.10323861183472,-3.1646073438086963
-9.089150804214068,-3.1673297394775144
-9.077705961015365,-3.169342282425642
-9.064427706969791,-3.1713454469795987
-9.051706847760817,-3.1742902448235086
-9.038463515387502,-3.1769947241837366
-9.024810066895542,-3.1786498496289526
-9.01222775690827,-3.1809304229569633
-9.000505836007616,-3.1823950341147755
-8.987559216454,-3.1846349689550517
-8.972960678896882,-3.1874062476673464
-8.959904710319385,-3.190245429335765
-8.945289066508884,-3.192560475432641
-8.933880860475282,-3.194310963907117
-8.91914732605544,-3.1963620530175803
-8.905652042803652,-3.1984006639471083
-8.893219330782099,-3.199606615845574
-8.880892060340814,-3.200507380783787
-8.868047863381763,-3.201528018567249
-8.854549362636138,-3.2032049543562806
-8.84117554774774,-3.2051517797762874
-8.82794234215824,-3.2069272293246427
-8.813735457068997,-3.208776214250084
-8.800071114559268,-3.210610207016924
-8.786229215718436,-3.212154227470995
-8.77300271451621,-3.213842321607259
-8.76016945501711,-3.2155069346522054
-8.747813201283607,-3.216876197635442
-8.734465306058603,-3.218608437263045
-8.721545491757263,-3.220436543768826
-8.708128751852309,-3.221763364408439
-8.695181764901257,-3.2233373963342427
-8.6818919622394,-3.2250441450893494
-8.668439306185043,-3.2267857821975023
-8.656032296215857,-3.228432491076675
-8.64311663886321,-3.2304694480062035
-8.630693685144106,-3.2320764434555955
-8.617644839342903,-3.233234361440724
-8.604432540564,-3.2342153124531534
-8.591647921761895,-3.2359080329275303
-8.580118745534485,-3.2369590728643294
-8.56740791643352,-3.2384519603641846
-8.555226578136196,-3.2396045273155663
-8.543133395768256,-3.2403889885789496
-8.531469792540404,-3.241130993496116
-8.519051941624976,-3.241889939223375
-8.506618637428575,-3.2429796049210236
-8.493995795544164,-3.2439259315728135
-8.482331493243738,-3.245049783141478
-8.47085937366725,-3.245352627431291
-8.459723628590112,-3.2460341190406306
-8.448557802288061,-3.2462174161118904
-8.436877207067463,-3.2467662610851504
-8.424491881529091,-3.2473649116002123
-8.412254276855712,-3.2477107317743363
-8.399991351156327,-3.2476179255494144
-8.388379504631407,-3.247922905992729
-8.376340353501401,-3.248390533666574
-8.364957256408657,-3.2482127550744933
-8.353322470182555,-3.248013006727111
-8.34142205124599,-3.2478545615613394
-8.329669522460522,-3.247489637147622
-8.317829093320249,-3.2473444200558657
-8.306868727469894,-3.2470230578632715
-8.296179725388841,-3.2467377777761066
-8.284403276138189,-3.2465826316967363
-8.273449910724288,-3.2462772392171124
-8.262438967977822,-3.246051070120837
-8.251074294057355,-3.2457233380699897
-8.24050418104744,-3.2454200583093304
-8.229037177641128,-3.245326436650729
-8.21766707694108,-3.2451231700156344
-8.20602840699593,-3.2451986016539376
-8.195328518931012,-3.2453682259452665
-10.343856437181346,-2.5713042817863094
-10.344118516150711,-2.5826317993534387
-10.343984608361161,-2.5934778166019483
-10.344327918253363,-2.605843462905991
-10.344065266761785,-2.6175921547048118
-10.343835748735605,-2.630509605428103
-10.343994696563433,-2.6405959623103823
-10.343975224109354,-2.650278172886535
-10.344748007010274,-2.65944900237481
-10.344533819916245,-2.673141760446203
-10.343593157354034,-2.6863435826455917
-10.342030696913913,-2.698377490632171
-10.340168786384265,-2.710330646030171
-10.338446321491725,-2.722410871419325
-10.336590649271681,-2.7349349491112744
-10.334362025993144,-2.747795338252742
-10.330717509364645,-2.7625719442379912
-10.32718553363135,-2.7752934634646014
-10.325508888133204,-2.7870840673802295
-10.324374194298917,-2.7992732633665516
-10.321834834922422,-2.8115846144057164
-10.318609749188164,-2.824819882153043
-10.315012903740021,-2.837681087723876
-10.310652732990887,-2.8500264133319284
-10.305871199941341,-2.8617689868065694
-10.300630323324683,-2.8738306968847835
-10.295865135719925,-2.8852148678851246
-10.292103512201397,-2.895724673441662
-10.287358629575712,-2.9068439347310617
-10.282418903600686,-2.9192403037567565
-10.275052465645496,-2.9338754846885817
-10.268008889457759,-2.945718417771365
-10.261715068010975,-2.9576691427748036
-10.255695535147495,-2.968031916245755
-10.250407211062731,-2.9777473467294824
-10.245011913849279,-2.987457988219729
-10.238761068538091,-2.997202378845646
-10.23168849556138,-3.0079945478890764
-10.223027537045331,-3.019704244210796
-10.213157175742156,-3.0322292182628847
-10.202162683066708,-3.045227644320344
-10.191051708869514,-3.0573435944762197
-10.181166568953438,-3.0682535508507276
-10.170933078697301,-3.0717457687122964
-10.160464380643178,-3.0715457101087864
-10.14874521132997,-3.071271965368872
-10.143462216718241,-3.0719901644062575
-10.133589478391897,-3.071692656478173
-10.124603249013356,-3.0711410752849475
-10.123792447790496,-3.0731320489939096
-10.107612791403161,-3.0735906634898154
-10.096247745742723,-3.073620262921638
-10.084664859878348,-3.073926027720031
-10.074397260885602,-3.076819858023099
-10.063450742916373,-3.0810333676611403
-10.050938963382277,-3.0852660401903806
-10.038566627545835,-3.0894657343634413
-10.026790680936523,-3.0934683638623195
-10.014856708988733,-3.0973043797338655
-10.002697718725688,-3.1013253722192466
-9.990347685652209,-3.1052554610567586
-9.978551701539427,-3.1087744257675403
-9.967120182546834,-3.1119087029796546
-9.954407627974033,-3.115493954958838
-9.941496707712885,-3.1189152939377682
-9.930558435837721,-3.121957707962427
-9.918703514561262,-3.125348593297731
-9.906977243330697,-3.128725212033745
-9.895512964180343,-3.131842513407154
-9.883200954847124,-3.1352808162494905
-9.871355539464961,-3.1387089951919105
-9.85785507711096,-3.141865283417903
-9.845768665673546,-3.1449957748814343
-9.83293917938766,-3.1482302738498746
-9.818797113934133,-3.1519994522514283
-9.804869509226892,-3.1557292013071288
-9.79168427476807,-3.159099432508377
-9.776474269766279,-3.162475962076191
-9.764031626537102,-3.1648776971487917
-9.75261992387566,-3.1670755564140496
-9.74058132963682,-3.1690050212748453
-9.729638722727195,-3.171882884386158
-9.717789429118993,-3.173322798598999
-9.705527312803937,-3.175255753812476
-9.69276424327374,-3.1778157292528606
-9.681638500302922,-3.1803158769516937
-9.66945672088084,-3.1824479880983603
-9.658908828638749,-3.1837277494673653
-9.647358603618615,-3.185977357976363
-9.635788855049663,-3.1886529267897767
-9.623814966493049,-3.191385023970083
-9.61302625003839,-3.193614285462822
-10.968759329309863,-2.9153195083167835
-10.968202877114923,-2.929493917151581
-10.966588679407188,-2.9453810935111058
-10.965339815830596,-2.9609005170319525
-10.96315507409233,-2.97258324009331
-10.960774866233473,-2.9846766375540494
-10.958641435837707,-2.9973262373732377
-10.956219488634078,-3.0086056963500765
-10.954025132107684,-3.0192055055881064
-10.951584033075289,-3.0338416908606263
-10.948789346151928,-3.047855449804309
-10.944348947656525,-3.0617641667209434
-10.93999947652477,-3.0756539223979504
-10.935445096227225,-3.0856395332727797
-10.929436221094099,-3.0906835853576453
-10.92310784992127,-3.095444634599064
-10.917620186719224,-3.100253106746212
-10.913446174126172,-3.1048206878313067
-10.909430042017576,-3.111883540158289
-10.907696543990744,-3.1141574379240478
-10.907696205863413,-3.114155670450417
-10.907696285987866,-3.114154320311327
-10.907696391791166,-3.1141532889697046
-10.907696478949122,-3.114152501192694
-10.907696577064936,-3.114151899399977
-10.907696668909391,-3.114151439727871
-10.907696768924593,-3.1141510885799724
-10.907696866464795,-3.1141508203595203
-10.907696963892962,-3.114150615472949
-10.907697075376886,-3.1141504589400477
-10.907697160478532,-3.1141503394291172
-10.907697263021932,-3.114150248084212
-10.907697338782675,-3.1141501783648255
-10.90769743686268,-3.1141501250445542
-10.907697508052507,-3.1141500843747174
-10.907697625408517,-3.114150053205429
-10.90769771461491,-3.1141500294841395
-10.907697789601308,-3.1141500113744334
-10.90769786606043,-3.1141499975201565
-10.907697964734895,-3.1141499868942275
-10.907698083118802,-3.1141499787617795
-10.907698166459392,-3.114149972639566
-10.907698266771709,-3.114149967907687
-10.907698369913758,-3.1141499642970762
